species;audio_name;spectrogram_name;sec_i;sec_f
Acrocephalus scirpaceus;XC437805.mp3;XC437805_20.npy;16.000;17.000
Acrocephalus scirpaceus;XC437805.mp3;XC437805_21.npy;16.800;17.800
Acrocephalus scirpaceus;XC437805.mp3;XC437805_22.npy;17.600;18.600
Acrocephalus scirpaceus;XC437805.mp3;XC437805_23.npy;18.400;19.400
Acrocephalus scirpaceus;XC437805.mp3;XC437805_24.npy;19.200;20.200
Acrocephalus scirpaceus;XC437805.mp3;XC437805_25.npy;20.000;21.000
Acrocephalus scirpaceus;XC437805.mp3;XC437805_26.npy;20.800;21.800
Acrocephalus scirpaceus;XC437805.mp3;XC437805_27.npy;21.600;22.600
Acrocephalus scirpaceus;XC437805.mp3;XC437805_28.npy;22.400;23.400
Acrocephalus scirpaceus;XC437805.mp3;XC437805_29.npy;23.200;24.200
Acrocephalus scirpaceus;XC437805.mp3;XC437805_30.npy;24.000;25.000
Acrocephalus scirpaceus;XC437805.mp3;XC437805_31.npy;24.800;25.800
Acrocephalus scirpaceus;XC437805.mp3;XC437805_32.npy;25.600;26.600
Acrocephalus scirpaceus;XC437805.mp3;XC437805_33.npy;26.400;27.400
Acrocephalus scirpaceus;XC437805.mp3;XC437805_34.npy;27.200;28.200
Acrocephalus scirpaceus;XC437805.mp3;XC437805_35.npy;28.000;29.000
Acrocephalus scirpaceus;XC437805.mp3;XC437805_36.npy;28.800;29.800
Acrocephalus scirpaceus;XC437805.mp3;XC437805_37.npy;29.600;30.600
Acrocephalus scirpaceus;XC437805.mp3;XC437805_38.npy;30.400;31.400
Acrocephalus scirpaceus;XC437805.mp3;XC437805_39.npy;31.200;32.200
Acrocephalus scirpaceus;XC437805.mp3;XC437805_40.npy;32.000;33.000
Acrocephalus scirpaceus;XC437805.mp3;XC437805_41.npy;32.800;33.800
Acrocephalus scirpaceus;XC437805.mp3;XC437805_42.npy;33.600;34.600
Acrocephalus scirpaceus;XC437805.mp3;XC437805_43.npy;34.400;35.400
Acrocephalus scirpaceus;XC437805.mp3;XC437805_44.npy;35.200;36.200
Acrocephalus scirpaceus;XC437805.mp3;XC437805_45.npy;36.000;37.000
Acrocephalus scirpaceus;XC437805.mp3;XC437805_46.npy;36.800;37.800
Acrocephalus scirpaceus;XC437805.mp3;XC437805_47.npy;37.600;38.600
Acrocephalus scirpaceus;XC437805.mp3;XC437805_48.npy;38.400;39.400
Acrocephalus scirpaceus;XC437805.mp3;XC437805_49.npy;39.200;40.200
Acrocephalus scirpaceus;XC437805.mp3;XC437805_50.npy;40.000;41.000
Acrocephalus scirpaceus;XC437805.mp3;XC437805_51.npy;40.800;41.800
Acrocephalus scirpaceus;XC437805.mp3;XC437805_52.npy;41.600;42.600
Acrocephalus scirpaceus;XC437805.mp3;XC437805_53.npy;42.400;43.400
Acrocephalus scirpaceus;XC437805.mp3;XC437805_54.npy;43.200;44.200
Acrocephalus scirpaceus;XC437805.mp3;XC437805_55.npy;44.000;45.000
Acrocephalus scirpaceus;XC437805.mp3;XC437805_56.npy;44.800;45.800
Acrocephalus scirpaceus;XC437805.mp3;XC437805_57.npy;45.600;46.600
Acrocephalus scirpaceus;XC437805.mp3;XC437805_58.npy;46.400;47.400
Acrocephalus scirpaceus;XC437805.mp3;XC437805_59.npy;47.200;48.200
Acrocephalus scirpaceus;XC437805.mp3;XC437805_60.npy;48.000;49.000
Acrocephalus scirpaceus;XC437805.mp3;XC437805_61.npy;48.800;49.800
Acrocephalus scirpaceus;XC437805.mp3;XC437805_62.npy;49.600;50.600
Acrocephalus scirpaceus;XC437805.mp3;XC437805_63.npy;50.400;51.400
Acrocephalus scirpaceus;XC437805.mp3;XC437805_64.npy;51.200;52.200
Acrocephalus scirpaceus;XC437805.mp3;XC437805_65.npy;52.000;53.000
Acrocephalus scirpaceus;XC437805.mp3;XC437805_66.npy;52.800;53.800
Acrocephalus scirpaceus;XC437805.mp3;XC437805_67.npy;53.600;54.600
Acrocephalus scirpaceus;XC437805.mp3;XC437805_68.npy;54.400;55.400
Acrocephalus scirpaceus;XC437805.mp3;XC437805_69.npy;55.200;56.200
Acrocephalus scirpaceus;XC437805.mp3;XC437805_70.npy;56.000;57.000
Acrocephalus scirpaceus;XC437805.mp3;XC437805_71.npy;56.800;57.800
Acrocephalus scirpaceus;XC437805.mp3;XC437805_72.npy;57.600;58.600
Acrocephalus scirpaceus;XC437805.mp3;XC437805_73.npy;58.400;59.400
Acrocephalus scirpaceus;XC437805.mp3;XC437805_74.npy;59.200;60.200
Acrocephalus scirpaceus;XC437805.mp3;XC437805_75.npy;60.000;61.000
Acrocephalus scirpaceus;XC437805.mp3;XC437805_76.npy;60.800;61.800
Acrocephalus scirpaceus;XC437805.mp3;XC437805_77.npy;61.600;62.600
Acrocephalus scirpaceus;XC437805.mp3;XC437805_78.npy;62.400;63.400
Acrocephalus scirpaceus;XC437805.mp3;XC437805_79.npy;63.200;64.200
Acrocephalus scirpaceus;XC437805.mp3;XC437805_80.npy;64.000;65.000
Acrocephalus scirpaceus;XC437805.mp3;XC437805_81.npy;64.800;65.800
Acrocephalus scirpaceus;XC437805.mp3;XC437805_82.npy;65.600;66.600
Acrocephalus scirpaceus;XC437805.mp3;XC437805_83.npy;66.400;67.400
Acrocephalus scirpaceus;XC437805.mp3;XC437805_84.npy;67.200;68.200
Acrocephalus scirpaceus;XC437805.mp3;XC437805_85.npy;68.000;69.000
Acrocephalus scirpaceus;XC437805.mp3;XC437805_86.npy;68.800;69.800
Acrocephalus scirpaceus;XC437805.mp3;XC437805_87.npy;69.600;69.999
Acrocephalus scirpaceus;XC437807.mp3;XC437807_0.npy;0.000;1.000
Acrocephalus scirpaceus;XC437807.mp3;XC437807_1.npy;0.800;1.800
Acrocephalus scirpaceus;XC437807.mp3;XC437807_2.npy;1.600;2.600
Acrocephalus scirpaceus;XC437807.mp3;XC437807_3.npy;2.400;3.400
Acrocephalus scirpaceus;XC437807.mp3;XC437807_4.npy;3.200;4.200
Acrocephalus scirpaceus;XC437807.mp3;XC437807_5.npy;4.000;5.000
Acrocephalus scirpaceus;XC437807.mp3;XC437807_6.npy;4.800;5.800
Acrocephalus scirpaceus;XC437807.mp3;XC437807_7.npy;5.600;6.600
Acrocephalus scirpaceus;XC437807.mp3;XC437807_8.npy;6.400;7.400
Acrocephalus scirpaceus;XC437807.mp3;XC437807_9.npy;7.200;8.200
Acrocephalus scirpaceus;XC437807.mp3;XC437807_10.npy;8.000;9.000
Acrocephalus scirpaceus;XC437807.mp3;XC437807_11.npy;8.800;9.800
Acrocephalus scirpaceus;XC437807.mp3;XC437807_12.npy;9.600;10.600
Acrocephalus scirpaceus;XC437807.mp3;XC437807_13.npy;10.400;11.400
Acrocephalus scirpaceus;XC437807.mp3;XC437807_14.npy;11.200;12.200
Acrocephalus scirpaceus;XC437807.mp3;XC437807_15.npy;12.000;13.000
Acrocephalus scirpaceus;XC437807.mp3;XC437807_16.npy;12.800;13.800
Acrocephalus scirpaceus;XC437807.mp3;XC437807_17.npy;13.600;14.600
Acrocephalus scirpaceus;XC437807.mp3;XC437807_18.npy;14.400;15.400
Acrocephalus scirpaceus;XC437807.mp3;XC437807_19.npy;15.200;16.200
Acrocephalus scirpaceus;XC437807.mp3;XC437807_20.npy;16.000;17.000
Acrocephalus scirpaceus;XC437807.mp3;XC437807_21.npy;16.800;17.800
Acrocephalus scirpaceus;XC437807.mp3;XC437807_22.npy;17.600;18.600
Acrocephalus scirpaceus;XC437807.mp3;XC437807_23.npy;18.400;19.400
Acrocephalus scirpaceus;XC437807.mp3;XC437807_24.npy;19.200;20.200
Acrocephalus scirpaceus;XC437807.mp3;XC437807_25.npy;20.000;21.000
Acrocephalus scirpaceus;XC437807.mp3;XC437807_26.npy;20.800;21.169
Acrocephalus scirpaceus;XC437807.mp3;XC437807_27.npy;30.758;31.758
Acrocephalus scirpaceus;XC437807.mp3;XC437807_28.npy;31.558;32.558
Acrocephalus scirpaceus;XC437807.mp3;XC437807_29.npy;32.358;33.358
Acrocephalus scirpaceus;XC437807.mp3;XC437807_30.npy;33.158;34.158
Acrocephalus scirpaceus;XC437807.mp3;XC437807_31.npy;33.958;34.958
Acrocephalus scirpaceus;XC437807.mp3;XC437807_32.npy;34.758;35.758
Acrocephalus scirpaceus;XC437807.mp3;XC437807_33.npy;35.558;36.558
Acrocephalus scirpaceus;XC437807.mp3;XC437807_34.npy;36.358;37.358
Acrocephalus scirpaceus;XC437807.mp3;XC437807_35.npy;37.158;38.158
Acrocephalus scirpaceus;XC437807.mp3;XC437807_36.npy;37.958;38.958
Acrocephalus scirpaceus;XC437807.mp3;XC437807_37.npy;38.758;39.758
Acrocephalus scirpaceus;XC437807.mp3;XC437807_38.npy;39.558;40.558
Acrocephalus scirpaceus;XC437807.mp3;XC437807_39.npy;40.358;41.358
Acrocephalus scirpaceus;XC437807.mp3;XC437807_40.npy;41.158;42.158
Acrocephalus scirpaceus;XC437807.mp3;XC437807_41.npy;41.958;42.958
Acrocephalus scirpaceus;XC437807.mp3;XC437807_42.npy;42.758;43.758
Acrocephalus scirpaceus;XC437807.mp3;XC437807_43.npy;43.558;44.082
Acrocephalus scirpaceus;XC437807.mp3;XC437807_44.npy;51.803;52.803
Acrocephalus scirpaceus;XC437807.mp3;XC437807_45.npy;52.603;53.603
Acrocephalus scirpaceus;XC437807.mp3;XC437807_46.npy;53.403;54.403
Acrocephalus scirpaceus;XC437807.mp3;XC437807_47.npy;54.203;55.203
Acrocephalus scirpaceus;XC437807.mp3;XC437807_48.npy;55.003;56.003
Acrocephalus scirpaceus;XC437807.mp3;XC437807_49.npy;55.803;56.803
Acrocephalus scirpaceus;XC437807.mp3;XC437807_50.npy;56.603;57.603
Acrocephalus scirpaceus;XC437807.mp3;XC437807_51.npy;57.403;58.403
Acrocephalus scirpaceus;XC437807.mp3;XC437807_52.npy;58.203;59.203
Acrocephalus scirpaceus;XC437807.mp3;XC437807_53.npy;59.003;60.003
Acrocephalus scirpaceus;XC437807.mp3;XC437807_54.npy;59.803;60.803
Acrocephalus scirpaceus;XC437807.mp3;XC437807_55.npy;60.603;61.329
Acrocephalus scirpaceus;XC437807.mp3;XC437807_56.npy;76.770;77.770
Acrocephalus scirpaceus;XC437807.mp3;XC437807_57.npy;77.570;78.570
Acrocephalus scirpaceus;XC437807.mp3;XC437807_58.npy;78.370;79.370
Acrocephalus scirpaceus;XC437807.mp3;XC437807_59.npy;79.170;80.170
Acrocephalus scirpaceus;XC437807.mp3;XC437807_60.npy;79.970;80.693
Acrocephalus scirpaceus;XC437807.mp3;XC437807_61.npy;87.604;88.604
Acrocephalus scirpaceus;XC437807.mp3;XC437807_62.npy;88.404;89.404
Acrocephalus scirpaceus;XC437807.mp3;XC437807_63.npy;89.204;90.204
Acrocephalus scirpaceus;XC437807.mp3;XC437807_64.npy;90.004;91.004
Acrocephalus scirpaceus;XC437807.mp3;XC437807_65.npy;90.804;91.804
Acrocephalus scirpaceus;XC437807.mp3;XC437807_66.npy;91.604;92.604
Acrocephalus scirpaceus;XC437807.mp3;XC437807_67.npy;92.404;93.404
Acrocephalus scirpaceus;XC437807.mp3;XC437807_68.npy;93.204;94.204
Acrocephalus scirpaceus;XC437807.mp3;XC437807_69.npy;94.004;95.004
Acrocephalus scirpaceus;XC437807.mp3;XC437807_70.npy;94.804;95.804
Acrocephalus scirpaceus;XC437807.mp3;XC437807_71.npy;95.604;96.604
Acrocephalus scirpaceus;XC437807.mp3;XC437807_72.npy;96.404;97.404
Acrocephalus scirpaceus;XC437807.mp3;XC437807_73.npy;97.204;98.204
Acrocephalus scirpaceus;XC437807.mp3;XC437807_74.npy;98.004;99.004
Acrocephalus scirpaceus;XC437807.mp3;XC437807_75.npy;98.804;99.804
Acrocephalus scirpaceus;XC437807.mp3;XC437807_76.npy;99.604;100.604
Acrocephalus scirpaceus;XC437807.mp3;XC437807_77.npy;100.404;101.404
Acrocephalus scirpaceus;XC437807.mp3;XC437807_78.npy;101.204;102.204
Acrocephalus scirpaceus;XC437807.mp3;XC437807_79.npy;102.004;103.004
Acrocephalus scirpaceus;XC437807.mp3;XC437807_80.npy;102.804;103.804
Acrocephalus scirpaceus;XC437807.mp3;XC437807_81.npy;103.604;104.604
Acrocephalus scirpaceus;XC437807.mp3;XC437807_82.npy;104.404;105.404
Acrocephalus scirpaceus;XC437807.mp3;XC437807_83.npy;105.204;106.204
Acrocephalus scirpaceus;XC437807.mp3;XC437807_84.npy;106.004;107.004
Acrocephalus scirpaceus;XC437807.mp3;XC437807_85.npy;106.804;107.804
Acrocephalus scirpaceus;XC437808.mp3;XC437808_0.npy;0.000;1.000
Acrocephalus scirpaceus;XC437808.mp3;XC437808_1.npy;0.800;1.800
Acrocephalus scirpaceus;XC437808.mp3;XC437808_2.npy;1.600;2.600
Acrocephalus scirpaceus;XC437808.mp3;XC437808_3.npy;2.400;3.400
Acrocephalus scirpaceus;XC437808.mp3;XC437808_4.npy;3.200;4.200
Acrocephalus scirpaceus;XC437808.mp3;XC437808_5.npy;4.000;5.000
Acrocephalus scirpaceus;XC437808.mp3;XC437808_6.npy;4.800;5.800
Acrocephalus scirpaceus;XC437808.mp3;XC437808_7.npy;5.600;6.600
Acrocephalus scirpaceus;XC437808.mp3;XC437808_8.npy;6.400;7.400
Acrocephalus scirpaceus;XC437808.mp3;XC437808_9.npy;7.200;8.200
Acrocephalus scirpaceus;XC437808.mp3;XC437808_10.npy;8.000;9.000
Acrocephalus scirpaceus;XC437808.mp3;XC437808_11.npy;8.800;9.800
Acrocephalus scirpaceus;XC437808.mp3;XC437808_12.npy;9.600;10.600
Acrocephalus scirpaceus;XC437808.mp3;XC437808_13.npy;10.400;11.400
Acrocephalus scirpaceus;XC437808.mp3;XC437808_14.npy;11.200;12.200
Acrocephalus scirpaceus;XC437808.mp3;XC437808_15.npy;12.000;13.000
Acrocephalus scirpaceus;XC437808.mp3;XC437808_16.npy;12.800;13.800
Acrocephalus scirpaceus;XC437808.mp3;XC437808_17.npy;13.600;13.925
Acrocephalus scirpaceus;XC437808.mp3;XC437808_18.npy;20.580;21.580
Acrocephalus scirpaceus;XC437808.mp3;XC437808_19.npy;21.380;22.380
Acrocephalus scirpaceus;XC437808.mp3;XC437808_20.npy;22.180;23.180
Acrocephalus scirpaceus;XC437808.mp3;XC437808_21.npy;22.980;23.980
Acrocephalus scirpaceus;XC437808.mp3;XC437808_22.npy;23.780;24.780
Acrocephalus scirpaceus;XC437808.mp3;XC437808_23.npy;24.580;25.580
Acrocephalus scirpaceus;XC437808.mp3;XC437808_24.npy;25.380;26.380
Acrocephalus scirpaceus;XC437808.mp3;XC437808_25.npy;26.180;27.180
Acrocephalus scirpaceus;XC437808.mp3;XC437808_26.npy;26.980;27.980
Acrocephalus scirpaceus;XC437808.mp3;XC437808_27.npy;27.780;28.780
Acrocephalus scirpaceus;XC437808.mp3;XC437808_28.npy;28.580;29.580
Acrocephalus scirpaceus;XC437808.mp3;XC437808_29.npy;29.380;30.380
Acrocephalus scirpaceus;XC437808.mp3;XC437808_30.npy;30.180;31.180
Acrocephalus scirpaceus;XC437808.mp3;XC437808_31.npy;30.980;31.980
Acrocephalus scirpaceus;XC437808.mp3;XC437808_32.npy;31.780;32.780
Acrocephalus scirpaceus;XC437808.mp3;XC437808_33.npy;32.580;33.580
Acrocephalus scirpaceus;XC437808.mp3;XC437808_34.npy;33.380;34.380
Acrocephalus scirpaceus;XC437808.mp3;XC437808_35.npy;34.180;35.180
Acrocephalus scirpaceus;XC437808.mp3;XC437808_36.npy;34.980;35.980
Acrocephalus scirpaceus;XC437808.mp3;XC437808_37.npy;35.780;36.780
Acrocephalus scirpaceus;XC437808.mp3;XC437808_38.npy;36.580;37.580
Acrocephalus scirpaceus;XC437808.mp3;XC437808_39.npy;37.380;38.380
Acrocephalus scirpaceus;XC437808.mp3;XC437808_40.npy;38.180;39.180
Acrocephalus scirpaceus;XC437808.mp3;XC437808_41.npy;38.980;39.980
Acrocephalus scirpaceus;XC437808.mp3;XC437808_42.npy;39.780;40.780
Acrocephalus scirpaceus;XC437808.mp3;XC437808_43.npy;40.580;41.580
Acrocephalus scirpaceus;XC437808.mp3;XC437808_44.npy;41.380;42.380
Acrocephalus scirpaceus;XC437808.mp3;XC437808_45.npy;42.180;43.180
Acrocephalus scirpaceus;XC437808.mp3;XC437808_46.npy;42.980;43.980
Acrocephalus scirpaceus;XC437808.mp3;XC437808_47.npy;43.780;44.780
Acrocephalus scirpaceus;XC437808.mp3;XC437808_48.npy;44.580;45.580
Acrocephalus scirpaceus;XC437808.mp3;XC437808_49.npy;45.380;46.380
Acrocephalus scirpaceus;XC437808.mp3;XC437808_50.npy;46.180;47.180
Acrocephalus scirpaceus;XC437808.mp3;XC437808_51.npy;46.980;47.980
Acrocephalus scirpaceus;XC437808.mp3;XC437808_52.npy;47.780;48.780
Acrocephalus scirpaceus;XC437808.mp3;XC437808_53.npy;48.580;49.580
Acrocephalus scirpaceus;XC437808.mp3;XC437808_54.npy;49.380;50.380
Acrocephalus scirpaceus;XC437808.mp3;XC437808_55.npy;50.180;51.180
Acrocephalus scirpaceus;XC437808.mp3;XC437808_56.npy;50.980;51.980
Acrocephalus scirpaceus;XC437808.mp3;XC437808_57.npy;51.780;52.780
Acrocephalus scirpaceus;XC437808.mp3;XC437808_58.npy;52.580;53.580
Acrocephalus scirpaceus;XC437808.mp3;XC437808_59.npy;53.380;54.380
Acrocephalus scirpaceus;XC437808.mp3;XC437808_60.npy;54.180;55.180
Acrocephalus scirpaceus;XC437808.mp3;XC437808_61.npy;54.980;55.980
Acrocephalus scirpaceus;XC437808.mp3;XC437808_62.npy;55.780;56.780
Acrocephalus scirpaceus;XC437808.mp3;XC437808_63.npy;56.580;57.580
Acrocephalus scirpaceus;XC437808.mp3;XC437808_64.npy;57.380;58.380
Acrocephalus scirpaceus;XC437808.mp3;XC437808_65.npy;62.771;63.771
Acrocephalus scirpaceus;XC437808.mp3;XC437808_66.npy;63.571;64.571
Acrocephalus scirpaceus;XC437808.mp3;XC437808_67.npy;64.371;65.371
Acrocephalus scirpaceus;XC437808.mp3;XC437808_68.npy;65.171;66.171
Acrocephalus scirpaceus;XC437808.mp3;XC437808_69.npy;65.971;66.971
Acrocephalus scirpaceus;XC437808.mp3;XC437808_70.npy;66.771;67.771
Acrocephalus scirpaceus;XC437808.mp3;XC437808_71.npy;67.571;68.571
Acrocephalus scirpaceus;XC437808.mp3;XC437808_72.npy;68.371;69.371
Acrocephalus scirpaceus;XC437808.mp3;XC437808_73.npy;69.171;70.171
Acrocephalus scirpaceus;XC437808.mp3;XC437808_74.npy;69.971;70.971
Acrocephalus scirpaceus;XC437808.mp3;XC437808_75.npy;70.771;71.771
Acrocephalus scirpaceus;XC437808.mp3;XC437808_76.npy;71.571;72.571
Acrocephalus scirpaceus;XC437808.mp3;XC437808_77.npy;72.371;73.371
Acrocephalus scirpaceus;XC437808.mp3;XC437808_78.npy;73.171;74.171
Acrocephalus scirpaceus;XC437808.mp3;XC437808_79.npy;73.971;74.971
Acrocephalus scirpaceus;XC437808.mp3;XC437808_80.npy;74.771;75.771
Acrocephalus scirpaceus;XC437808.mp3;XC437808_81.npy;75.571;76.571
Acrocephalus scirpaceus;XC437808.mp3;XC437808_82.npy;76.371;76.652
Acrocephalus scirpaceus;XC440361.mp3;XC440361_0.npy;0.000;1.000
Acrocephalus scirpaceus;XC440361.mp3;XC440361_1.npy;0.800;1.800
Acrocephalus scirpaceus;XC440361.mp3;XC440361_2.npy;1.600;2.600
Acrocephalus scirpaceus;XC440361.mp3;XC440361_3.npy;2.400;3.400
Acrocephalus scirpaceus;XC440361.mp3;XC440361_4.npy;3.200;4.200
Acrocephalus scirpaceus;XC440361.mp3;XC440361_5.npy;4.000;5.000
Acrocephalus scirpaceus;XC440361.mp3;XC440361_6.npy;4.800;5.800
Acrocephalus scirpaceus;XC440361.mp3;XC440361_7.npy;5.600;6.600
Acrocephalus scirpaceus;XC440361.mp3;XC440361_8.npy;6.400;7.400
Acrocephalus scirpaceus;XC440361.mp3;XC440361_9.npy;7.200;8.200
Acrocephalus scirpaceus;XC440361.mp3;XC440361_10.npy;8.000;9.000
Acrocephalus scirpaceus;XC440361.mp3;XC440361_11.npy;8.800;9.800
Acrocephalus scirpaceus;XC440361.mp3;XC440361_12.npy;9.600;10.600
Acrocephalus scirpaceus;XC440361.mp3;XC440361_13.npy;10.400;11.400
Acrocephalus scirpaceus;XC440361.mp3;XC440361_14.npy;11.200;12.200
Acrocephalus scirpaceus;XC440361.mp3;XC440361_15.npy;12.000;13.000
Acrocephalus scirpaceus;XC440361.mp3;XC440361_16.npy;12.800;13.800
Acrocephalus scirpaceus;XC440361.mp3;XC440361_17.npy;13.600;14.600
Acrocephalus scirpaceus;XC440361.mp3;XC440361_18.npy;14.400;15.400
Acrocephalus scirpaceus;XC440361.mp3;XC440361_19.npy;15.200;16.200
Acrocephalus scirpaceus;XC440361.mp3;XC440361_20.npy;16.000;17.000
Acrocephalus scirpaceus;XC440361.mp3;XC440361_21.npy;16.800;17.800
Acrocephalus scirpaceus;XC440361.mp3;XC440361_22.npy;17.600;18.600
Acrocephalus scirpaceus;XC440361.mp3;XC440361_23.npy;18.400;19.400
Acrocephalus scirpaceus;XC440361.mp3;XC440361_24.npy;19.200;20.200
Acrocephalus scirpaceus;XC440361.mp3;XC440361_25.npy;20.000;21.000
Acrocephalus scirpaceus;XC440361.mp3;XC440361_26.npy;20.800;21.800
Acrocephalus scirpaceus;XC440361.mp3;XC440361_27.npy;21.600;22.600
Acrocephalus scirpaceus;XC440361.mp3;XC440361_28.npy;22.400;23.400
Acrocephalus scirpaceus;XC440361.mp3;XC440361_29.npy;23.200;24.200
Acrocephalus scirpaceus;XC440361.mp3;XC440361_30.npy;24.000;24.333
Acrocephalus scirpaceus;XC440361.mp3;XC440361_31.npy;49.511;50.511
Acrocephalus scirpaceus;XC440361.mp3;XC440361_32.npy;50.311;51.311
Acrocephalus scirpaceus;XC440361.mp3;XC440361_33.npy;51.111;52.111
Acrocephalus scirpaceus;XC440361.mp3;XC440361_34.npy;51.911;52.911
Acrocephalus scirpaceus;XC440361.mp3;XC440361_35.npy;52.711;53.711
Acrocephalus scirpaceus;XC440361.mp3;XC440361_36.npy;53.511;54.511
Acrocephalus scirpaceus;XC440361.mp3;XC440361_37.npy;54.311;55.311
Acrocephalus scirpaceus;XC440361.mp3;XC440361_38.npy;55.111;56.111
Acrocephalus scirpaceus;XC440361.mp3;XC440361_39.npy;55.911;56.911
Acrocephalus scirpaceus;XC440361.mp3;XC440361_40.npy;56.711;57.711
Acrocephalus scirpaceus;XC440361.mp3;XC440361_41.npy;57.511;58.511
Acrocephalus scirpaceus;XC440361.mp3;XC440361_42.npy;58.311;59.311
Acrocephalus scirpaceus;XC440361.mp3;XC440361_43.npy;59.111;60.111
Acrocephalus scirpaceus;XC440361.mp3;XC440361_44.npy;59.911;60.911
Acrocephalus scirpaceus;XC440361.mp3;XC440361_45.npy;60.711;61.711
Acrocephalus scirpaceus;XC440361.mp3;XC440361_46.npy;61.511;62.511
Acrocephalus scirpaceus;XC440361.mp3;XC440361_47.npy;62.311;63.311
Acrocephalus scirpaceus;XC440361.mp3;XC440361_48.npy;63.111;64.111
Acrocephalus scirpaceus;XC440361.mp3;XC440361_49.npy;63.911;64.911
Acrocephalus scirpaceus;XC440361.mp3;XC440361_50.npy;64.711;65.711
Acrocephalus scirpaceus;XC440361.mp3;XC440361_51.npy;65.511;66.511
Acrocephalus scirpaceus;XC440361.mp3;XC440361_52.npy;66.311;67.311
Acrocephalus scirpaceus;XC440361.mp3;XC440361_53.npy;67.111;68.111
Acrocephalus scirpaceus;XC440361.mp3;XC440361_54.npy;67.911;68.911
Acrocephalus scirpaceus;XC440361.mp3;XC440361_55.npy;68.711;69.711
Acrocephalus scirpaceus;XC440361.mp3;XC440361_56.npy;69.511;70.511
Acrocephalus scirpaceus;XC440361.mp3;XC440361_57.npy;70.311;71.311
Acrocephalus scirpaceus;XC440361.mp3;XC440361_58.npy;71.111;72.111
Acrocephalus scirpaceus;XC440361.mp3;XC440361_59.npy;71.911;72.911
Acrocephalus scirpaceus;XC440361.mp3;XC440361_60.npy;72.711;73.711
Acrocephalus scirpaceus;XC440361.mp3;XC440361_61.npy;73.511;74.511
Acrocephalus scirpaceus;XC440361.mp3;XC440361_62.npy;74.311;75.311
Acrocephalus scirpaceus;XC440361.mp3;XC440361_63.npy;75.111;76.111
Acrocephalus scirpaceus;XC440361.mp3;XC440361_64.npy;75.911;76.911
Acrocephalus scirpaceus;XC440361.mp3;XC440361_65.npy;76.711;77.711
Acrocephalus scirpaceus;XC440361.mp3;XC440361_66.npy;77.511;78.511
Acrocephalus scirpaceus;XC440361.mp3;XC440361_67.npy;78.311;79.311
Acrocephalus scirpaceus;XC440361.mp3;XC440361_68.npy;79.111;80.111
Acrocephalus scirpaceus;XC440361.mp3;XC440361_69.npy;79.911;80.911
Acrocephalus scirpaceus;XC440361.mp3;XC440361_70.npy;80.711;81.711
Acrocephalus scirpaceus;XC440361.mp3;XC440361_71.npy;81.511;82.511
Acrocephalus scirpaceus;XC440361.mp3;XC440361_72.npy;82.311;83.311
Acrocephalus scirpaceus;XC440361.mp3;XC440361_73.npy;83.111;84.111
Acrocephalus scirpaceus;XC440361.mp3;XC440361_74.npy;83.911;84.503
Acrocephalus scirpaceus;XC440361.mp3;XC440361_75.npy;89.812;90.812
Acrocephalus scirpaceus;XC440361.mp3;XC440361_76.npy;90.612;91.612
Acrocephalus scirpaceus;XC440361.mp3;XC440361_77.npy;91.412;92.412
Acrocephalus scirpaceus;XC440361.mp3;XC440361_78.npy;92.212;93.212
Acrocephalus scirpaceus;XC440361.mp3;XC440361_79.npy;93.012;94.012
Acrocephalus scirpaceus;XC440361.mp3;XC440361_80.npy;93.812;94.812
Acrocephalus scirpaceus;XC440361.mp3;XC440361_81.npy;94.612;95.612
Acrocephalus scirpaceus;XC440361.mp3;XC440361_82.npy;95.412;96.412
Acrocephalus scirpaceus;XC440361.mp3;XC440361_83.npy;96.212;97.212
Acrocephalus scirpaceus;XC440361.mp3;XC440361_84.npy;97.012;98.012
Acrocephalus scirpaceus;XC440361.mp3;XC440361_85.npy;97.812;98.812
Acrocephalus scirpaceus;XC440361.mp3;XC440361_86.npy;98.612;99.612
Acrocephalus scirpaceus;XC440361.mp3;XC440361_87.npy;99.412;100.412
Acrocephalus scirpaceus;XC440361.mp3;XC440361_88.npy;100.212;101.212
Acrocephalus scirpaceus;XC440361.mp3;XC440361_89.npy;101.012;102.012
Acrocephalus scirpaceus;XC440361.mp3;XC440361_90.npy;101.812;102.812
Acrocephalus scirpaceus;XC440361.mp3;XC440361_91.npy;102.612;103.612
Acrocephalus scirpaceus;XC440361.mp3;XC440361_92.npy;103.412;104.412
Acrocephalus scirpaceus;XC440361.mp3;XC440361_93.npy;104.212;105.212
Acrocephalus scirpaceus;XC440361.mp3;XC440361_94.npy;105.012;106.012
Acrocephalus scirpaceus;XC440361.mp3;XC440361_95.npy;105.812;106.812
Acrocephalus scirpaceus;XC440361.mp3;XC440361_96.npy;106.612;107.612
Acrocephalus scirpaceus;XC440361.mp3;XC440361_97.npy;107.412;108.412
Acrocephalus scirpaceus;XC440361.mp3;XC440361_98.npy;108.212;109.212
Acrocephalus scirpaceus;XC440361.mp3;XC440361_99.npy;109.012;110.012
Acrocephalus scirpaceus;XC440361.mp3;XC440361_100.npy;109.812;110.812
Acrocephalus scirpaceus;XC440361.mp3;XC440361_101.npy;110.612;111.612
Acrocephalus scirpaceus;XC440361.mp3;XC440361_102.npy;111.412;112.412
